246425	306258	1
131880	264690	1
135655	264690	1
135657	264690	1
138525	264690	1
144954	264690	1
145182	264690	1
145390	264690	1
145419	264690	1
145444	264690	1
147114	264690	1
147131	264690	1
147596	264690	1
147631	264690	1
147651	264690	1
147657	264690	1
147661	264690	1
147666	264690	1
147699	264690	1
147704	264690	1
147711	264690	1
147714	264690	1
147728	264690	1
147746	264690	1
150790	264690	1
150938	264690	1
151200	264690	1
151258	264690	1
154636	264690	1
154642	264690	1
154727	264690	1
154734	264690	1
154760	264690	1
154770	264690	1
154786	264690	1
154921	264690	1
155459	264690	1
156547	264690	1
158492	264690	1
162811	264690	1
163146	264690	1
163209	264690	1
163236	264690	1
163237	264690	1
163260	264690	1
163283	264690	1
163300	264690	1
163311	264690	1
163314	264690	1
163315	264690	1
163324	264690	1
163325	264690	1
163341	264690	1
163348	264690	1
163350	264690	1
163359	264690	1
163395	264690	1
163402	264690	1
163767	264690	1
164078	264690	1
165644	264690	1
167408	264690	1
167718	264690	1
167721	264690	1
167758	264690	1
167854	264690	1
168096	264690	1
168139	264690	1
168192	264690	1
168243	264690	1
168264	264690	1
168268	264690	1
168351	264690	1
168352	264690	1
168498	264690	1
171500	264690	2
171852	264690	1
171855	264690	1
175899	264690	1
183589	264690	1
185013	264690	1
185160	264690	1
185303	264690	1
185332	264690	1
186075	264690	1
186076	264690	1
186092	264690	1
186115	264690	1
186151	264690	1
186167	264690	1
186212	264690	1
186917	264690	1
189197	264690	1
191617	264690	1
191639	264690	1
195195	264690	1
195217	264690	1
195326	264690	1
195367	264690	1
195383	264690	1
195386	264690	1
195390	264690	1
195392	264690	1
195407	264690	1
195425	264690	1
195469	264690	1
195478	264690	1
195484	264690	1
195543	264690	1
195673	264690	1
195870	264690	1
201415	264690	1
201669	264690	1
201721	264690	1
201744	264690	2
201745	264690	1
201761	264690	1
201768	264690	2
201776	264690	1
201791	264690	1
201805	264690	1
201867	264690	1
201920	264690	1
206127	264690	1
209499	264690	1
209660	264690	1
209767	264690	2
209782	264690	1
209784	264690	1
209795	264690	1
209816	264690	1
209823	264690	1
209840	264690	1
209864	264690	1
209916	264690	1
209954	264690	1
210000	264690	1
210040	264690	1
210051	264690	1
213635	264690	1
215996	264690	1
216474	264690	1
216522	264690	1
216524	264690	1
216529	264690	1
216540	264690	1
216566	264690	1
216666	264690	1
216748	264690	1
234953	264690	1
236929	264690	1
236937	264690	1
239975	264690	1
241846	264690	1
241852	264690	1
241856	264690	1
241859	264690	1
241863	264690	1
241871	264690	1
241876	264690	1
241882	264690	1
241909	264690	1
241926	264690	1
241934	264690	1
241947	264690	1
241979	264690	1
241999	264690	1
242239	264690	1
242493	264690	1
243142	264690	1
243181	264690	1
243749	264690	1
243863	264690	1
244114	264690	1
244191	264690	1
244817	264690	1
244828	264690	1
244833	264690	1
244882	264690	1
244895	264690	1
244897	264690	1
244905	264690	1
244912	264690	1
246155	264690	1
246338	264690	1
246381	264690	1
246544	264690	1
246577	264690	1
246619	264690	1
246664	264690	1
246681	264690	1
246682	264690	1
246693	264690	1
246712	264690	1
246729	264690	1
246760	264690	1
246768	264690	1
246937	264690	1
247360	264690	1
248067	264690	1
248247	264690	1
248281	264690	1
249170	264690	1
249378	264690	1
249771	264690	1
249875	264690	1
249924	264690	1
250094	264690	1
250222	264690	1
250249	264690	1
250259	264690	1
250266	264690	1
250274	264690	1
250316	264690	1
